UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,H,L,M,rotational_speed_normalised
8125,L,300.2,311.4,1568,41.0,32.0,0,0,0,0,0,0,0,1,0,0.3157622301560836
2854,M,300.5,309.3,1539,39.1,216.0,0,0,0,0,0,0,0,0,1,0.31576223015462695
7865,L,300.5,311.9,1330,59.5,33.0,0,0,0,0,0,0,0,1,0,0.31576223013972027
6433,M,300.3,310.0115802171291,1447,46.5,28.0,0,0,0,0,0,0,0,0,1,0.31576223014915755
6442,L,300.7,310.2,1639,31.4,48.0,0,0,0,0,0,0,0,1,0,0.3157622301592138
4880,H,303.7,312.5,1520,35.6,154.0,0,0,0,0,0,0,1,0,0,0.3157622301536088
9742,L,298.9,310.1,1495,42.9,175.0,0,0,0,0,0,0,0,1,0,0.3157622301521857
3808,M,302.3,311.0,1546,35.5,70.0,0,0,0,0,0,0,0,0,1,0.315762230154989
792,L,296.8,307.9,1611,35.4,72.0,0,0,0,0,0,0,0,1,0,0.3157622301580477
3090,H,300.1,310.0115802171291,1520,38.2,158.0,0,0,0,0,0,0,1,0,0,0.3157622301536088
2131,L,299.4,310.0115802171291,1391,58.2,135.0,0,0,0,0,0,0,0,1,0,0.3157622301450518
9683,L,299.1,310.0,1394,46.6,27.0,0,0,0,0,0,0,0,1,0,0.31576223014528937
8169,L,299.7,311.1,1690,30.6,148.0,0,0,0,0,0,0,0,1,0,0.3157622301611367
9411,M,298.0,308.5,1666,31.0,108.0,0,0,0,0,0,0,0,0,1,0.3157622301602623
4745,L,303.3,310.0115802171291,1393,47.4,108.0,0,0,0,0,0,0,0,1,0,0.3157622301452104
3735,M,302.2,311.2,1873,24.0,99.0,0,0,0,0,0,0,0,0,1,0.31576223016638133
7404,L,299.8,310.8,1376,48.6,108.0,0,0,0,0,0,0,0,1,0,0.3157622301438312
1567,M,298.0,308.1,1403,44.8,148.0,0,0,0,0,0,0,0,0,1,0.3157622301459895
478,H,297.4,310.0115802171291,1468,41.4,156.0,0,0,0,0,0,0,1,0,0,0.3157622301505332
1822,L,298.1,307.6,1354,43.3,155.0,0,0,0,0,0,0,0,1,0,0.3157622301419376
2366,L,299.4,308.5,1845,22.9,76.0,0,0,0,0,0,0,0,1,0,0.3157622301657155
1468,L,298.6,309.8,1544,30.2,113.0,0,0,0,0,0,0,0,1,0,0.31576223015488625
5889,M,301.5,311.1,1507,38.6,149.0,0,0,0,0,0,0,0,0,1,0.3157622301528811
947,L,295.6,310.0115802171291,1287,54.8,49.0,0,0,0,0,0,0,0,1,0,0.3157622301353036
7060,L,300.6,310.5,1644,33.8,148.0,0,0,0,0,0,0,0,1,0,0.31576223015941335
2409,L,299.0,308.4,1356,52.6,188.0,0,0,0,0,0,0,0,1,0,0.3157622301421151
9356,L,298.3,308.9,1708,28.0,42.0,0,0,0,0,0,0,0,1,0,0.3157622301617593
7590,L,300.4,311.0,1802,26.0,197.0,0,0,0,0,0,0,0,1,0,0.3157622301646071
7199,M,300.0,309.9,1530,34.5,71.0,0,0,0,0,0,0,0,0,1,0.3157622301541512
6079,L,300.8,310.0115802171291,1339,59.1,203.0,1,0,0,0,1,0,0,1,0,0.3157622301405712
2190,H,299.7,309.2,1554,41.6,62.0,0,0,0,0,0,0,1,0,0,0.3157622301553945
5807,L,300.1,310.0115802171291,1440,45.4,177.0,0,0,0,0,0,0,0,1,0,0.3157622301486803
5100,L,304.2,310.0115802171291,1438,50.1,100.0,0,0,0,0,0,0,0,1,0,0.3157622301485422
1606,L,297.8,307.8,1396,42.5,23.0,0,0,0,0,0,0,0,1,0,0.3157622301454466
1042,L,296.6,307.6,1809,25.1,86.0,0,0,0,0,0,0,0,1,0,0.315762230164795
8123,M,300.1,311.6,1533,46.4,24.0,0,0,0,0,0,0,0,0,1,0.3157622301543111
8472,L,298.6,309.8,1332,46.4,76.0,0,0,0,0,0,0,0,1,0,0.31576223013991145
7137,M,300.5,309.9,1343,63.7,124.0,0,0,0,0,0,0,0,0,1,0.3157622301409418
1977,M,298.1,307.7,1419,47.4,142.0,0,0,0,0,0,0,0,0,1,0.31576223014718896
3579,M,301.7,310.5,1625,35.9,121.0,0,0,0,0,0,0,0,0,1,0.3157622301586412
4246,M,302.6,311.1,1520,43.0,88.0,0,0,0,0,0,0,0,0,1,0.3157622301536088
2690,L,300.0,310.0115802171291,1641,30.1,35.0,0,0,0,0,0,0,0,1,0,0.31576223015929394
414,L,297.4,308.4,1573,34.5,205.0,0,0,0,0,0,0,0,1,0,0.3157622301563236
2407,L,299.1,308.6,1437,41.6,183.0,0,0,0,0,0,0,0,1,0,0.3157622301484728
475,L,297.4,309.1,1478,49.8,150.0,0,0,0,0,0,0,0,1,0,0.3157622301511599
5357,H,303.3,312.6,1692,29.0,125.0,0,0,0,0,0,0,1,0,0,0.3157622301612072
5790,M,301.8,311.5,1416,49.0,136.0,0,0,0,0,0,0,0,0,1,0.31576223014696836
900,H,300.1,306.2,1329,55.3,135.0,0,0,0,0,0,0,1,0,0,0.31576223013962423
4562,L,302.9,310.8,1610,32.2,17.0,0,0,0,0,0,0,0,1,0,0.3157622301580045
7758,M,300.3,311.7,1723,28.3,193.0,0,0,0,0,0,0,0,0,1,0.31576223016225763
6226,M,301.2,311.0,1424,41.4,131.0,0,0,0,0,0,0,0,0,1,0.3157622301475524
6229,L,301.2,310.9,1413,50.1,141.0,0,0,0,0,0,0,0,1,0,0.31576223014674576
6755,L,301.8,311.1,1495,36.9,197.0,0,0,0,0,0,0,0,1,0,0.3157622301521857
3779,M,302.4,311.1,1366,54.4,0.0,0,0,0,0,0,0,0,0,1,0.3157622301429862
3445,L,301.5,310.6,1381,50.7,206.0,0,0,0,0,0,0,0,1,0,0.3157622301442442
5401,L,302.7,312.4,1477,46.3,251.0,1,0,0,0,1,0,0,1,0,0.315762230151098
401,L,300.1,308.5,2100,16.9,176.0,0,0,0,0,0,0,0,1,0,0.31576223017052385
2100,L,300.1,309.3,1596,31.8,40.0,0,0,0,0,0,0,0,1,0,0.3157622301573875
4252,H,300.1,310.9,1356,55.5,101.0,1,0,1,0,0,0,1,0,0,0.3157622301421151
9604,M,298.9,310.1,1549,40.2,65.0,0,0,0,0,0,0,0,0,1,0.3157622301551421
8460,L,298.7,310.0115802171291,1651,29.5,42.0,0,0,0,0,0,0,0,1,0,0.3157622301596886
7777,M,300.3,311.5,1445,47.3,40.0,0,0,0,0,0,0,0,0,1,0.31576223014902216
579,L,297.8,309.8,1533,36.8,198.0,0,0,0,0,0,0,0,1,0,0.3157622301543111
3775,M,302.4,311.1,1480,45.7,200.0,0,0,0,0,0,0,0,0,1,0.31576223015128313
3044,L,300.1,309.5,1551,37.9,42.0,0,0,0,0,0,0,0,1,0,0.31576223015524346
8030,M,300.6,311.9,1629,35.3,0.0,0,0,0,0,0,0,0,0,1,0.3157622301588069
7476,H,300.3,311.6,1339,53.4,123.0,0,0,0,0,0,0,1,0,0,0.3157622301405712
454,L,297.4,308.7,1510,36.2,92.0,0,0,0,0,0,0,0,1,0,0.3157622301530513
8949,M,297.4,308.3,1483,41.9,47.0,0,0,0,0,0,0,0,0,1,0.3157622301514667
1417,M,298.7,310.0115802171291,2083,18.2,108.0,0,0,0,0,0,0,0,0,1,0.31576223017027644
9251,H,298.3,309.0,1823,25.9,181.0,0,0,0,0,0,0,1,0,0,0.315762230165162
6905,M,300.9,311.5,1704,31.3,159.0,0,0,0,0,0,0,0,0,1,0.3157622301616233
4672,L,303.3,310.0115802171291,1511,43.4,65.0,0,0,0,0,0,0,0,1,0,0.3157622301531078
1899,L,297.8,307.5,1372,54.1,157.0,0,0,0,0,0,0,0,1,0,0.31576223014349625
8418,H,300.1,310.1,1704,30.7,150.0,0,0,0,0,0,0,1,0,0,0.3157622301616233
6524,M,301.1,310.2,1850,27.7,44.0,0,0,0,0,0,0,0,0,1,0.31576223016583743
7946,L,300.8,311.7,1655,32.2,12.0,0,0,0,0,0,0,0,1,0,0.3157622301598437
462,L,300.1,308.7,1402,40.2,114.0,0,0,0,0,0,0,0,1,0,0.31576223014591265
1342,M,298.6,310.2,1328,50.5,12.0,0,0,0,0,0,0,0,0,1,0.3157622301395279
2476,L,298.9,308.5,1459,43.1,147.0,0,0,0,0,0,0,0,1,0,0.3157622301499537
9022,M,297.4,308.2,1536,34.6,4.0,0,0,0,0,0,0,0,0,1,0.3157622301544697
1038,H,296.4,307.5,1596,35.1,75.0,0,0,0,0,0,0,1,0,0,0.3157622301573875
1940,M,298.1,307.9,1303,53.9,52.0,0,0,0,0,0,0,0,0,1,0.3157622301370181
7746,L,300.4,311.7,1460,39.6,162.0,0,0,0,0,0,0,0,1,0,0.31576223015001886
9032,H,297.5,308.4,1793,23.9,28.0,0,0,0,0,0,0,1,0,0,0.3157622301643609
1320,L,299.0,310.3,1929,24.4,180.0,0,0,0,0,0,0,0,1,0,0.3157622301675954
6560,H,301.5,310.6,1512,39.0,143.0,0,0,0,0,0,0,1,0,0,0.31576223015316407
7433,L,300.1,311.4,1484,43.1,13.0,0,0,0,0,0,0,0,1,0,0.31576223015152755
6801,M,301.1,310.6,1310,48.8,103.0,0,0,0,0,0,0,0,0,1,0.315762230137741
9953,L,298.2,307.8,1429,46.9,117.0,0,0,0,0,0,0,0,1,0,0.31576223014791055
9804,L,298.4,309.2,1692,29.8,137.0,0,0,0,0,0,0,0,1,0,0.3157622301612072
8546,L,298.4,309.3,1806,27.6,64.0,0,0,0,0,0,0,0,1,0,0.31576223016471483
7418,M,300.1,311.3,1495,41.0,193.0,0,0,0,0,0,0,0,0,1,0.3157622301521857
9528,L,299.1,310.4,1550,43.9,108.0,0,0,0,0,0,0,0,1,0,0.31576223015519284
6213,L,300.8,310.6,1402,53.7,93.0,0,0,0,0,0,0,0,1,0,0.31576223014591265
3026,L,300.5,309.6,1366,50.2,219.0,0,0,0,0,0,0,0,1,0,0.3157622301429862
8466,M,298.7,309.8,1475,40.5,59.0,0,0,0,0,0,0,0,0,1,0.31576223015097377
8570,L,300.1,308.6,1757,27.5,108.0,0,0,0,0,0,0,0,1,0,0.31576223016332283
9216,L,297.9,308.8,1681,31.7,94.0,0,0,0,0,0,0,0,1,0,0.31576223016081484
5857,H,301.2,310.9,1598,35.9,71.0,0,0,0,0,0,0,1,0,0,0.31576223015747706
5812,L,301.3,311.1,1454,40.3,191.0,0,0,0,0,0,0,0,1,0,0.3157622301496253
4867,L,303.6,310.0115802171291,1781,28.7,124.0,0,0,0,0,0,0,0,1,0,0.31576223016402455
1347,L,298.6,310.1,1533,33.9,24.0,0,0,0,0,0,0,0,1,0,0.3157622301543111
6754,L,301.6,310.9,1385,50.7,195.0,0,0,0,0,0,0,0,1,0,0.31576223014457017
9756,H,300.1,309.7,1561,35.3,208.0,0,0,0,0,0,0,1,0,0,0.3157622301557423
7307,L,300.1,310.5,1356,45.8,126.0,0,0,0,0,0,0,0,1,0,0.3157622301421151
7367,H,299.6,310.1,1531,36.8,62.0,0,0,0,0,0,0,1,0,0,0.3157622301542047
5178,H,304.0,313.1,1388,53.2,91.0,0,0,0,0,0,0,1,0,0,0.31576223014481203
6806,M,301.0,310.7,1497,37.6,116.0,0,0,0,0,0,0,0,0,1,0.3157622301523032
7256,M,300.2,310.3,1704,29.4,221.0,0,0,0,0,0,0,0,0,1,0.3157622301616233
1912,M,298.1,307.8,1316,57.2,108.0,0,0,0,0,0,0,0,0,1,0.315762230138348
3137,L,300.4,310.0115802171291,1435,54.8,70.0,0,0,0,0,0,0,0,1,0,0.31576223014833343
6004,L,300.4,310.2,1529,36.2,10.0,0,0,0,0,0,0,0,1,0,0.31576223015409766
8548,M,298.4,309.4,1666,24.3,108.0,0,0,0,0,0,0,0,0,1,0.3157622301602623
5670,M,302.2,311.5,1479,39.5,36.0,0,0,0,0,0,0,0,0,1,0.3157622301512216
5290,M,303.9,313.3,1507,34.3,161.0,0,0,0,0,0,0,0,0,1,0.3157622301528811
5970,M,300.4,310.8,1491,35.9,148.0,0,0,0,0,0,0,0,0,1,0.3157622301519487
1987,L,298.1,307.6,1498,42.9,171.0,0,0,0,0,0,0,0,1,0,0.3157622301523617
1530,L,298.1,309.0,1557,36.0,56.0,0,0,0,0,0,0,0,1,0,0.3157622301555444
6307,L,301.0,310.4,1563,34.4,108.0,0,0,0,0,0,0,0,1,0,0.3157622301558405
5036,M,304.0,313.2,1500,40.6,124.0,0,0,0,0,0,0,0,0,1,0.31576223015247823
5078,L,304.3,313.3,1775,24.9,108.0,0,0,0,0,0,0,0,1,0,0.31576223016385285
9126,L,297.4,308.5,1569,34.2,72.0,0,0,0,0,0,0,0,1,0,0.31576223015613186
9538,M,299.3,310.6,1457,42.1,104.0,0,0,0,0,0,0,0,0,1,0.3157622301498229
3551,M,301.9,311.0,1432,41.5,51.0,0,0,0,0,0,0,0,0,1,0.31576223014812294
6977,L,300.6,310.9,1344,46.7,133.0,0,0,0,0,0,0,0,1,0,0.3157622301410337
1872,L,298.3,308.1,1840,21.5,88.0,0,0,0,0,0,0,0,1,0,0.3157622301655921
663,M,297.6,308.9,1479,38.1,182.0,0,0,0,0,0,0,0,0,1,0.3157622301512216
2221,M,299.6,309.0,1736,26.1,146.0,0,0,0,0,0,0,0,0,1,0.3157622301626752
6166,L,300.9,310.0115802171291,1523,35.8,205.0,0,0,0,0,0,0,0,1,0,0.3157622301537731
332,M,297.6,308.4,1391,51.9,218.0,0,0,0,0,0,0,0,0,1,0.3157622301450518
5312,H,303.7,312.9,1460,49.8,2.0,0,0,0,0,0,0,1,0,0,0.31576223015001886
3173,M,300.3,309.6,1488,41.3,172.0,0,0,0,0,0,0,0,0,1,0.31576223015176924
2732,M,299.7,309.2,1597,32.9,135.0,0,0,0,0,0,0,0,0,1,0.3157622301574323
2191,M,299.6,309.1,1471,44.3,67.0,0,0,0,0,0,0,0,0,1,0.3157622301507231
5386,H,302.9,310.0115802171291,1754,26.9,209.0,0,0,0,0,0,0,1,0,0,0.31576223016323224
2171,M,299.4,309.1,1500,43.3,10.0,0,0,0,0,0,0,0,0,1,0.31576223015247823
7000,M,300.6,310.7,1457,36.7,193.0,0,0,0,0,0,0,0,0,1,0.3157622301498229
633,H,298.3,310.0,1419,47.1,105.0,0,0,0,0,0,0,1,0,0,0.31576223014718896
9198,M,297.9,308.8,1469,49.0,51.0,0,0,0,0,0,0,0,0,1,0.3157622301505966
343,L,297.4,310.0115802171291,1471,46.5,25.0,0,0,0,0,0,0,0,1,0,0.3157622301507231
1237,H,297.1,308.4,1359,46.6,176.0,0,0,0,0,0,0,1,0,0,0.31576223014237925
719,L,297.5,308.8,1477,39.0,127.0,0,0,0,0,0,0,0,1,0,0.315762230151098
3829,M,302.3,310.8,1762,27.8,127.0,0,0,0,0,0,0,0,0,1,0.31576223016347227
9273,L,298.2,308.6,1353,54.1,38.0,0,0,0,0,0,0,0,1,0,0.31576223014184845
5338,M,303.3,312.6,1482,44.4,73.0,0,0,0,0,0,0,0,0,1,0.3157622301514057
8662,L,297.4,308.5,1643,33.8,132.0,0,0,0,0,0,0,0,1,0,0.31576223015937366
1517,L,298.2,308.9,1278,54.0,18.0,0,0,0,0,0,0,0,1,0,0.3157622301342995
9794,H,298.5,309.4,1414,46.7,102.0,0,0,0,0,0,0,1,0,0,0.3157622301468202
5069,M,304.3,313.3,1540,39.0,14.0,0,0,0,0,0,0,0,0,1,0.3157622301546791
8053,L,300.5,311.9,1403,45.7,54.0,0,0,0,0,0,0,0,1,0,0.3157622301459895
125,L,298.9,308.7,1727,29.4,116.0,0,0,0,0,0,0,0,1,0,0.3157622301623875
3820,L,302.2,310.0115802171291,1567,36.4,100.0,0,0,0,0,0,0,0,1,0,0.3157622301560353
4338,L,300.1,309.9,1440,43.4,100.0,0,0,0,0,0,0,0,1,0,0.3157622301486803
9264,L,298.3,309.1,1593,40.1,18.0,0,0,0,0,0,0,0,1,0,0.31576223015725235
4483,H,302.7,310.5,1568,36.9,28.0,0,0,0,0,0,0,1,0,0,0.3157622301560836
6651,L,301.6,310.4,1561,35.3,156.0,0,0,0,0,0,0,0,1,0,0.3157622301557423
1583,H,298.1,308.3,1530,42.0,184.0,0,0,0,0,0,0,1,0,0,0.3157622301541512
3983,L,300.1,311.3,1475,48.6,104.0,0,0,0,0,0,0,0,1,0,0.31576223015097377
1394,L,299.1,310.0115802171291,1594,33.3,147.0,0,0,0,0,0,0,0,1,0,0.31576223015729754
6986,H,300.8,311.1,1698,24.8,156.0,0,0,0,0,0,0,1,0,0,0.3157622301614168
6629,L,301.6,310.5,1593,34.5,102.0,0,0,0,0,0,0,0,1,0,0.31576223015725235
6186,L,301.1,311.0,1918,21.7,28.0,0,0,0,0,0,0,0,1,0,0.31576223016736854
2714,M,299.6,309.2,1651,30.8,92.0,0,0,0,0,0,0,0,0,1,0.3157622301596886
5562,M,302.3,311.7,1341,46.3,194.0,0,0,0,0,0,0,0,0,1,0.3157622301407571
8072,L,300.5,312.0,1646,29.5,106.0,0,0,0,0,0,0,0,1,0,0.3157622301594925
6256,L,300.1,310.5,1379,57.3,204.0,1,0,0,0,1,0,0,1,0,0.3157622301440798
9171,L,297.7,308.7,1474,46.8,188.0,0,0,0,0,0,0,0,1,0,0.31576223015091137
191,L,298.2,308.4,1477,49.9,72.0,0,0,0,0,0,0,0,1,0,0.315762230151098
705,L,297.7,308.9,1516,33.7,92.0,0,0,0,0,0,0,0,1,0,0.31576223015338767
8921,L,297.1,308.3,1496,45.8,190.0,0,0,0,0,0,0,0,1,0,0.3157622301522445
7595,L,300.6,311.3,1531,38.5,0.0,0,0,0,0,0,0,0,1,0,0.3157622301542047
3351,L,301.4,310.8,1285,62.6,183.0,1,0,0,0,1,0,0,1,0,0.315762230135083
8688,M,297.2,310.0115802171291,1604,34.9,200.0,0,0,0,0,0,0,0,0,1,0.3157622301577428
2178,M,299.6,309.2,1393,47.7,28.0,0,0,0,0,0,0,0,0,1,0.3157622301452104
6894,L,301.0,311.6,1470,43.4,133.0,0,0,0,0,0,0,0,1,0,0.3157622301506599
7501,L,300.2,311.8,1410,51.4,189.0,0,0,0,0,0,0,0,1,0,0.3157622301465212
3967,L,302.3,311.5,1530,37.8,57.0,0,0,0,0,0,0,0,1,0,0.3157622301541512
7809,L,299.9,311.4,1627,36.7,118.0,0,0,0,0,0,0,0,1,0,0.31576223015872423
4237,L,302.2,310.9,1604,40.5,68.0,0,0,0,0,0,0,0,1,0,0.3157622301577428
5906,H,300.8,310.5,1582,31.1,193.0,0,0,0,0,0,0,1,0,0,0.3157622301567476
2087,H,299.4,309.3,1439,49.7,9.0,0,0,0,0,0,0,1,0,0,0.3157622301486114
363,H,297.6,308.3,1640,30.9,108.0,0,0,0,0,0,0,1,0,0,0.31576223015925386
6871,H,301.0,311.3,1597,39.2,66.0,0,0,0,0,0,0,1,0,0,0.3157622301574323
6546,M,301.4,310.8,1738,30.3,104.0,0,0,0,0,0,0,0,0,1,0.31576223016273824
9242,L,298.1,308.7,1683,29.1,161.0,0,0,0,0,0,0,0,1,0,0.31576223016088695
4138,L,301.7,310.1,1384,50.5,38.0,0,0,0,0,0,0,0,1,0,0.31576223014448906
1312,L,298.9,310.1,1587,30.2,162.0,0,0,0,0,0,0,0,1,0,0.3157622301569788
1737,L,298.4,307.9,1544,35.9,132.0,0,0,0,0,0,0,0,1,0,0.31576223015488625
9129,M,297.5,308.6,1486,45.9,78.0,0,0,0,0,0,0,0,0,1,0.3157622301516487
4368,H,302.0,309.9,1447,42.8,185.0,0,0,0,0,0,0,1,0,0,0.31576223014915755
2978,L,300.4,309.3,1413,50.3,101.0,0,0,0,0,0,0,0,1,0,0.31576223014674576
5571,M,302.4,312.1,1492,47.7,7.0,0,0,0,0,0,0,0,0,1,0.3157622301520082
136,M,298.8,308.5,1711,28.5,140.0,0,0,0,0,0,0,0,0,1,0.3157622301618604
1894,L,297.8,307.5,1631,29.9,144.0,0,0,0,0,0,0,0,1,0,0.3157622301588891
1588,M,298.2,308.3,1448,43.3,199.0,0,0,0,0,0,0,0,0,1,0.315762230149225
5745,H,302.2,311.5,1482,42.6,16.0,0,0,0,0,0,0,1,0,0,0.3157622301514057
3426,M,301.5,310.5,1623,33.5,157.0,0,0,0,0,0,0,0,0,1,0.3157622301585577
8267,L,299.1,310.6,1818,24.1,173.0,0,0,0,0,0,0,0,1,0,0.3157622301650323
8957,L,297.4,308.1,1348,57.4,66.0,0,0,0,0,0,0,0,1,0,0.31576223014139865
5880,L,301.4,311.0,1701,28.4,127.0,0,0,0,0,0,0,0,1,0,0.3157622301615204
8018,L,301.0,312.0,1518,39.3,196.0,0,0,0,0,0,0,0,1,0,0.3157622301534985
6263,L,301.0,310.6,1641,33.4,12.0,0,0,0,0,0,0,0,1,0,0.31576223015929394
3453,H,301.6,310.5,1602,32.3,2.0,0,0,0,0,0,1,1,0,0,0.31576223015765464
7430,L,300.0,311.4,1590,33.6,5.0,0,0,0,0,0,0,0,1,0,0.31576223015711613
3190,L,300.1,310.0115802171291,1551,33.7,214.0,0,0,0,0,0,0,0,1,0,0.31576223015524346
613,L,298.1,309.9,1563,32.8,51.0,0,0,0,0,0,0,0,1,0,0.3157622301558405
1847,H,300.1,307.3,1514,38.6,19.0,0,0,0,0,0,0,1,0,0,0.31576223015327615
9067,L,297.2,308.3,1656,30.3,124.0,0,0,0,0,0,0,0,1,0,0.31576223015988225
6729,L,301.5,310.9,1891,23.2,122.0,0,0,0,0,0,0,0,1,0,0.31576223016678795
657,M,297.7,309.1,1732,28.1,167.0,0,0,0,0,0,0,0,0,1,0.3157622301625481
5960,L,300.6,310.8,1378,51.2,119.0,0,0,0,0,0,0,0,1,0,0.3157622301439972
8979,L,296.9,307.6,1435,45.0,119.0,0,0,0,0,0,0,0,1,0,0.31576223014833343
4258,M,302.6,311.0,1589,39.0,122.0,0,0,0,0,0,0,0,0,1,0.3157622301570705
8171,L,299.9,311.3,1522,45.7,153.0,0,0,0,0,0,0,0,1,0,0.31576223015371846
245,M,298.0,308.2,1395,49.1,206.0,0,0,0,0,0,0,0,0,1,0.3157622301453681
2718,M,299.5,309.1,1422,45.3,103.0,0,0,0,0,0,0,0,0,1,0.3157622301474077
6044,M,300.7,310.9,1468,41.8,112.0,0,0,0,0,0,0,0,0,1,0.3157622301505332
8244,H,299.1,310.4,1369,54.5,104.0,0,0,0,0,0,0,1,0,0,0.31576223014324245
9946,L,298.3,308.0,1578,37.8,101.0,0,0,0,0,0,0,0,1,0,0.31576223015656035
6046,L,300.8,310.9,1311,55.8,118.0,0,0,0,0,0,0,0,1,0,0.315762230137843
7778,L,300.3,311.5,1695,25.6,43.0,0,0,0,0,0,0,0,1,0,0.3157622301613124
9059,M,300.1,308.3,1326,57.2,100.0,0,0,0,0,0,0,0,0,1,0.31576223013933435
5530,M,302.4,311.8,1539,39.9,101.0,0,0,0,0,0,0,0,0,1,0.31576223015462695
3952,M,302.3,310.0115802171291,1571,32.7,17.0,0,0,0,0,0,0,0,0,1,0.315762230156228
6700,M,301.7,310.8,1516,40.4,48.0,0,0,0,0,0,0,0,0,1,0.31576223015338767
6983,L,300.7,311.1,1440,43.0,148.0,0,0,0,0,0,0,0,1,0,0.3157622301486803
8501,L,298.3,309.5,1711,30.3,148.0,0,0,0,0,0,0,0,1,0,0.3157622301618604
7877,H,300.7,312.2,1335,49.0,62.0,0,0,0,0,0,0,1,0,0,0.31576223014019594
1561,M,298.2,308.4,1510,39.9,134.0,0,0,0,0,0,0,0,0,1,0.3157622301530513
4328,H,301.7,310.0115802171291,1660,29.3,72.0,0,0,0,0,0,0,1,0,0,0.3157622301600354
8005,L,300.9,310.0115802171291,1533,44.0,162.0,0,0,0,0,0,0,0,1,0,0.3157622301543111
7218,L,299.9,309.8,1716,28.2,117.0,0,0,0,0,0,0,0,1,0,0.31576223016202737
1570,M,298.1,308.2,1654,35.3,155.0,0,0,0,0,0,0,0,0,1,0.3157622301598051
7687,M,300.1,310.0115802171291,1504,36.9,108.0,0,0,0,0,0,0,0,0,1,0.3157622301527094
1172,H,297.0,308.1,1517,41.4,222.0,0,0,0,0,0,0,1,0,0,0.3157622301534432
2491,H,299.1,310.0115802171291,1566,46.6,192.0,0,0,0,0,0,0,1,0,0,0.31576223015598676
794,M,296.8,307.9,1683,31.8,76.0,0,0,0,0,0,0,0,0,1,0.31576223016088695
745,L,296.7,308.1,1450,40.9,195.0,0,0,0,0,0,0,0,1,0,0.31576223014935917
3053,L,300.1,309.2,1421,42.5,61.0,0,0,0,0,0,0,0,1,0,0.31576223014733495
2884,L,300.6,309.5,1437,40.0,55.0,0,0,0,0,0,0,0,1,0,0.3157622301484728
8226,L,300.1,310.5,1532,36.6,62.0,0,0,0,0,0,0,0,1,0,0.315762230154258
3543,L,301.8,310.9,1899,24.7,108.0,0,0,0,0,0,0,0,1,0,0.31576223016696353
3355,L,301.6,310.9,1559,40.2,191.0,0,0,0,0,0,0,0,1,0,0.3157622301556436
3547,M,301.9,310.9,1317,51.9,40.0,0,0,0,0,0,0,0,0,1,0.315762230138448
5132,L,304.1,313.3,1452,43.9,182.0,0,0,0,0,0,0,0,1,0,0.3157622301494926
6386,L,300.1,309.7,1410,48.3,118.0,0,0,0,0,0,0,0,1,0,0.3157622301465212
1436,H,298.8,309.9,1526,42.1,30.0,0,0,0,0,0,0,1,0,0,0.31576223015393606
6341,H,300.5,309.9,1397,45.9,210.0,1,1,0,0,0,0,1,0,0,0.31576223014552485
2152,M,299.3,308.7,1289,51.5,185.0,0,0,0,0,0,0,0,0,1,0.31576223013552274
6823,M,300.9,310.6,1709,29.2,158.0,0,0,0,0,0,0,0,0,1,0.31576223016179306
652,L,297.6,309.1,1503,38.9,157.0,0,0,0,0,0,0,0,1,0,0.31576223015265187
5703,L,302.3,311.7,1544,43.2,128.0,0,0,0,0,0,0,0,1,0,0.31576223015488625
5908,H,300.8,310.4,1419,46.4,200.0,0,0,0,0,0,0,1,0,0,0.31576223014718896
4820,L,303.6,312.2,1696,30.7,5.0,0,0,0,0,0,0,0,1,0,0.31576223016134725
7706,L,300.5,311.5,1316,49.7,55.0,0,0,0,0,0,0,0,1,0,0.315762230138348
206,M,298.5,308.6,1344,53.0,114.0,0,0,0,0,0,0,0,0,1,0.3157622301410337
7118,L,300.9,310.5,1570,40.1,79.0,0,0,0,0,0,0,0,1,0,0.31576223015618
897,L,295.5,306.1,1573,35.1,129.0,0,0,0,0,0,0,0,1,0,0.3157622301563236
703,M,297.7,308.9,1531,48.3,84.0,0,0,0,0,0,0,0,0,1,0.3157622301542047
5723,L,302.2,310.0115802171291,1488,44.6,178.0,0,0,0,0,0,0,0,1,0,0.31576223015176924
123,L,299.0,308.8,1310,50.7,112.0,0,0,0,0,0,0,0,1,0,0.315762230137741
7950,M,300.7,311.5,1569,36.4,20.0,0,0,0,0,0,0,0,0,1,0.31576223015613186
839,H,296.6,310.0115802171291,1406,41.5,189.0,0,0,0,0,0,0,1,0,0,0.31576223014621874
9660,L,298.9,309.8,1287,61.9,216.0,1,0,0,0,1,0,0,1,0,0.3157622301353036
6444,L,300.8,310.3,1537,33.3,52.0,0,0,0,0,0,0,0,1,0,0.3157622301545222
6092,L,300.9,310.7,1412,57.5,16.0,0,0,0,0,0,1,0,1,0,0.31576223014667115
3410,M,301.2,310.4,1697,30.0,120.0,0,0,0,0,0,0,0,0,1,0.31576223016138205
3602,L,301.7,310.5,1377,43.1,183.0,0,0,0,0,0,0,0,1,0,0.3157622301439143
7373,L,299.6,310.2,1473,42.7,81.0,0,0,0,0,0,0,0,1,0,0.31576223015084876
1488,L,298.2,309.1,1429,48.5,164.0,0,0,0,0,0,0,0,1,0,0.31576223014791055
